DATENUM,DATE,SYMBOL,NAME,SECTOR,CMP,VALUATION,FAIRRANGE,PE,SECTORPE,MARKETCAP,MKCAPTYPE,TREND,FUNDAMENTAL,MOMENTUM,DERATIO,PRICETOSALES,PLEDGE,QBS,QBS%,AGS,AGS%,VALUATION_DCF,VALUATION_GRAHAM,VALUATION_EARNING,VALUATION_BOOKVALUE,VALUATION_SALES
20250112,12-Jan-2025,MUKKA,Mukka Proteins Limited,Fast Moving Consumer Goods,37.67,Fairly Valued,0-0,25.70,0,1130,Micro Cap,Sell Trend,Moderate Financials,New Listing,0.91,1.06,0.00,4(10),40%,New Listing),07 Mar 24,0,0,0,0,0
20250112,12-Jan-2025,MUKTAARTS,Mukta Arts Limited,"Media, Entertainment & Publication",90.13,Overvalued,0-0,0.00,0,203,Micro Cap,Buy Trend,Poor Financials,Good Momentum,-2.72,1.17,0.00,1(10),10%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,MUNJALAU,Munjal Auto Industries Limited,Automobile and Auto Components,92.09,Fairly Valued,0-0,20.42,0,924,Micro Cap,Sell Trend,Moderate Financials,Good Momentum,0.25,0.50,0.00,5(10),50%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,MUNJALSHOW,Munjal Showa Limited,Automobile and Auto Components,136.69,Fairly Valued,0-0,17.93,0,546,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.00,0.44,0.00,4(10),40%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,MURUDCERA,Murudeshwar Ceramics Limited,Consumer Durables,48.96,Fairly Valued,0-0,38.17,0,296,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.29,1.57,0.00,4(10),40%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,MUTHOOTCAP,Muthoot Capital Services Limited,Financial Services,320.85,Fairly Valued,0-0,10.80,0,524,Micro Cap,Sell Trend,Good Financials,Strong Momentum,0.00,1.30,0.00,7(10),70%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,MUTHOOTFIN,Muthoot Finance Limited,Financial Services,2136.55,Undervalued,0-0,18.32,0,85705,Mid Cap,Buy Trend,Good Financials,Strong Momentum,0.00,5.03,0.00,7(10),70%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,MUTHOOTMF,Muthoot Microfin Limited,Financial Services,170.42,Undervalued,0-0,6.95,0,2915,Micro Cap,Sell Trend,Good Financials,New Listing,0.00,1.16,0.00,7(10),70%,New Listing),26 Dec 23,0,0,0,0,0
20250112,12-Jan-2025,MVGJL,Manoj Vaibhav Gems N Jewellers Limited,Consumer Durables,284.8,Undervalued,0-0,15.79,0,1389,Micro Cap,Buy Trend,Good Financials,Weak Momentum,0.65,0.63,0.00,7(10),70%,0(4),0%,0,0,0,0,0
20250112,12-Jan-2025,NACLIND,NACL Industries Limited,Chemicals,68.39,Overvalued,0-0,0.00,0,1366,Micro Cap,Buy Trend,Moderate Financials,Weak Momentum,1.55,0.86,0.00,3(10),30%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,Chemicals,8.9,Overvalued,0-0,0.25,0,532,Micro Cap,Sell Trend,Poor Financials,Good Momentum,-0.80,0.16,34.68,1(10),10%,5(9),56%,0,0,0,0,0
20250112,12-Jan-2025,NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,Financial Services,36.13,Undervalued,0-0,2.59,0,47,Micro Cap,Buy Trend,Moderate Financials,Strong Momentum,0.00,14.70,0.00,4(10),40%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,NAGREEKEXP,Nagreeka Exports Limited,Textiles,35.78,Fairly Valued,0-0,21.57,0,111,Micro Cap,Sell Trend,Poor Financials,Weak Momentum,1.13,0.19,0.00,1(10),10%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,NAHARCAP,Nahar Capital and Financial Services Limited,Financial Services,294.45,Overvalued,0-0,15.91,0,491,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.00,22.45,0.00,5(10),50%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,NAHARINDUS,Nahar Industrial Enterprises Limited,Textiles,127.88,Overvalued,0-0,25.49,0,552,Micro Cap,Sell Trend,Poor Financials,Weak Momentum,0.55,0.38,0.00,1(10),10%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,NAHARPOLY,Nahar Poly Films Limited,Capital Goods,235.05,Fairly Valued,0-0,27.00,0,579,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.16,0.90,0.00,5(10),50%,2(10),20%,0,0,0,0,0
20250112,12-Jan-2025,NAHARSPING,Nahar Spinning Mills Limited,Textiles,238.15,Fairly Valued,0-0,0.00,0,866,Micro Cap,Sell Trend,Poor Financials,Weak Momentum,0.78,0.27,0.00,1(10),10%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,NAM-INDIA,Nippon Life India Asset Management Limited,Financial Services,667.6,Fairly Valued,0-0,32.02,0,42258,Mid Cap,Sell Trend,Great Financials,Strong Momentum,0.00,21.47,0.00,10(10),100%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,NARMADA,Narmada Agrobase Limited,Fast Moving Consumer Goods,21.34,Fairly Valued,0-0,26.51,0,81,Micro Cap,Buy Trend,Moderate Financials,Weak Momentum,0.57,1.51,0.00,5(10),50%,1(8),13%,0,0,0,0,0
20250112,12-Jan-2025,NATCOPHARM,Natco Pharma Limited,Healthcare,1235.55,Undervalued,0-0,11.38,0,22129,Small Cap,Sell Trend,Great Financials,Weak Momentum,0.06,4.85,0.00,8(10),80%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,NATHBIOGEN,Nath Bio-Genes (India) Limited,Fast Moving Consumer Goods,172.87,Undervalued,0-0,8.24,0,329,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.18,0.94,16.38,5(10),50%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,NATIONALUM,National Aluminium Company Limited,Metals & Mining,202.26,Fairly Valued,0-0,11.98,0,37155,Mid Cap,Sell Trend,Moderate Financials,Strong Momentum,0.00,2.70,0.00,5(10),50%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,NAUKRI,Info Edge (India) Limited,Consumer Services,7835.7,Overvalued,0-0,217.11,0,101527,Mid Cap,Sell Trend,Good Financials,Strong Momentum,0.00,38.14,0.00,7(10),70%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,NAVA,NAVA LIMITED,Power,890.2,Fairly Valued,0-0,11.34,0,12944,Small Cap,Sell Trend,Great Financials,Strong Momentum,0.06,3.26,0.00,8(10),80%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,NAVINFLUOR,Navin Fluorine International Limited,Chemicals,3630.95,Overvalued,0-0,69.65,0,17998,Small Cap,Buy Trend,Moderate Financials,Weak Momentum,0.57,8.39,1.06,4(10),40%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,NAVKARCORP,Navkar Corporation Limited,Services,137.06,Overvalued,0-0,0.00,0,2067,Micro Cap,Sell Trend,Poor Financials,Strong Momentum,0.11,4.26,0.00,-1(10),-10%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,NAVNETEDUL,Navneet Education Limited,"Media, Entertainment & Publication",136.76,Overvalued,0-0,4.20,0,3032,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.19,1.72,0.00,5(10),50%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,NAZARA,Nazara Technologies Limited,"Media, Entertainment & Publication",958.95,Overvalued,0-0,132.52,0,8196,Small Cap,Sell Trend,Good Financials,Good Momentum,0.00,7.09,0.00,7(10),70%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,NBCC,NBCC (India) Limited,Construction,84.49,Fairly Valued,0-0,48.15,0,22802,Small Cap,Sell Trend,Moderate Financials,Strong Momentum,0.00,2.09,0.00,5(10),50%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,NBIFIN,N. B. I. Industrial Finance Company Limited,Financial Services,2939.8,Fairly Valued,0-0,100.24,0,722,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.00,57.64,0.00,5(10),50%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,NCC,NCC Limited,Construction,251.05,Undervalued,0-0,18.93,0,15765,Small Cap,Sell Trend,Good Financials,Strong Momentum,0.15,0.70,0.00,7(10),70%,8(10),80%,0,0,0,0,0
20250112,12-Jan-2025,NCLIND,NCL Industries Limited,Construction Materials,204.68,Fairly Valued,0-0,14.48,0,925,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.23,0.55,18.30,4(10),40%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,NDGL,Naga Dhunseri Group Limited,Financial Services,3976.95,Overvalued,0-0,10.76,0,398,Micro Cap,Sell Trend,Moderate Financials,Good Momentum,0.00,14.47,0.00,4(10),40%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,NDL,Nandan Denim Limited,Textiles,4.52,Fairly Valued,0-0,12.75,0,654,Micro Cap,Sell Trend,Moderate Financials,Strong Momentum,0.56,0.25,0.00,4(10),40%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,NDLVENTURE,NDL Ventures Limited,"Media, Entertainment & Publication",100.69,Overvalued,0-0,317.80,0,339,Micro Cap,Sell Trend,Poor Financials,Good Momentum,0.00,,0.00,2(10),20%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,NDRAUTO,Ndr Auto Components Limited,Automobile and Auto Components,821.8,Fairly Valued,0-0,44.73,0,1951,Micro Cap,Buy Trend,Moderate Financials,Strong Momentum,0.01,2.95,0.00,5(10),50%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,NDTV,New Delhi Television Limited,"Media, Entertainment & Publication",150.33,Overvalued,0-0,0.00,0,969,Micro Cap,Sell Trend,Poor Financials,Weak Momentum,0.12,2.37,0.00,0(10),0%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,NECCLTD,North Eastern Carrying Corporation Limited,Services,31.09,Undervalued,0-0,26.13,0,312,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.53,0.92,0.00,5(10),50%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,NECLIFE,Nectar Lifesciences Limited,Healthcare,38.25,Undervalued,0-0,78.61,0,843,Micro Cap,Buy Trend,Moderate Financials,Weak Momentum,0.59,0.50,99.60,5(10),50%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,NELCAST,Nelcast Limited,Capital Goods,111.46,Overvalued,0-0,19.98,0,966,Micro Cap,Sell Trend,Moderate Financials,Good Momentum,0.63,0.78,0.00,3(10),30%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,NELCO,NELCO Limited,Information Technology,1237.25,Overvalued,0-0,134.68,0,2816,Micro Cap,Buy Trend,Great Financials,Good Momentum,0.27,8.76,0.00,9(10),90%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,NEOGEN,Neogen Chemicals Limited,Chemicals,2108.15,Overvalued,0-0,137.55,0,5560,Small Cap,Sell Trend,Good Financials,Weak Momentum,0.52,7.54,0.00,6(10),60%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,NESCO,Nesco Limited,Services,992,Fairly Valued,0-0,18.63,0,6996,Small Cap,Sell Trend,Great Financials,Strong Momentum,0.00,9.99,0.00,10(10),100%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,NESTLEIND,Nestle India Limited,Fast Moving Consumer Goods,2247.9,Overvalued,0-0,65.17,0,216540,Large Cap,Buy Trend,Moderate Financials,Weak Momentum,0.01,10.99,0.00,5(10),50%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,NETWEB,Netweb Technologies India Limited,Information Technology,2599.25,Overvalued,0-0,150.76,0,14598,Small Cap,Sell Trend,Great Financials,Strong Momentum,0.00,15.87,0.00,8(10),80%,4(5),80%,0,0,0,0,0
20250112,12-Jan-2025,NETWORK18,Network18 Media & Investments Limited,"Media, Entertainment & Publication",62.98,Overvalued,0-0,0.00,0,9725,Small Cap,Sell Trend,Poor Financials,Weak Momentum,0.49,1.06,0.00,1(10),10%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,NEULANDLAB,Neuland Laboratories Limited,Healthcare,14044.55,Fairly Valued,0-0,64.34,0,17994,Small Cap,Sell Trend,Great Financials,Strong Momentum,0.06,11.77,0.00,8(10),80%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,NEWGEN,Newgen Software Technologies Limited,Information Technology,1626.6,Overvalued,0-0,78.36,0,22843,Small Cap,Buy Trend,Great Financials,Strong Momentum,0.00,16.62,0.00,10(10),100%,8(10),80%,0,0,0,0,0
20250112,12-Jan-2025,NEXTMEDIA,Next Mediaworks Limited,"Media, Entertainment & Publication",7.57,Overvalued,0-0,0.00,0,53,Micro Cap,Sell Trend,Poor Financials,Good Momentum,-2.23,1.35,0.00,1(10),10%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,NFL,National Fertilizers Limited,Chemicals,110.95,Overvalued,0-0,15.04,0,5445,Small Cap,Sell Trend,Moderate Financials,Weak Momentum,1.60,0.24,0.00,3(10),30%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,NGIL,Nakoda Group of Industries Limited,Fast Moving Consumer Goods,40.28,Overvalued,0-0,0.00,0,71,Micro Cap,Buy Trend,Poor Financials,Weak Momentum,0.94,1.65,8.96,-1(10),-10%,1(10),10%,0,0,0,0,0
20250112,12-Jan-2025,NGLFINE,NGL Fine-Chem Limited,Healthcare,1713.5,Undervalued,0-0,27.65,0,1066,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.13,3.06,0.00,4(10),40%,3(9),33%,0,0,0,0,0
20250112,12-Jan-2025,NH,Narayana Hrudayalaya Ltd.,Healthcare,1312.15,Overvalued,0-0,34.43,0,26809,Small Cap,Buy Trend,Great Financials,Good Momentum,0.50,5.13,0.00,8(10),80%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,NHPC,NHPC Limited,Power,76.6,Overvalued,0-0,30.67,0,77025,Large Cap,Sell Trend,Poor Financials,Strong Momentum,0.84,7.95,0.00,2(10),20%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,NIACL,The New India Assurance Company Limited,Financial Services,188.75,Fairly Valued,0-0,22.84,0,31098,Mid Cap,Sell Trend,Good Financials,Strong Momentum,0.00,0.89,0.00,6(10),60%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,NIBL,NRB Industrial Bearings Limited,Capital Goods,23.34,Overvalued,0-0,0.00,0,57,Micro Cap,Sell Trend,Poor Financials,Weak Momentum,-2.82,0.85,0.00,0(10),0%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,NIITLTD,NIIT Limited,Consumer Services,174.29,Overvalued,0-0,52.31,0,2361,Micro Cap,Sell Trend,Moderate Financials,Good Momentum,0.00,7.10,0.00,3(10),30%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,NIITMTS,NIIT Learning Systems Limited,Consumer Services,450.35,Overvalued,0-0,26.78,0,6112,Small Cap,Sell Trend,Great Financials,Weak Momentum,0.10,3.83,0.00,9(10),90%,2(5),40%,0,0,0,0,0
20250112,12-Jan-2025,NILAINFRA,Nila Infrastructures Limited,Realty,12.97,Undervalued,0-0,27.26,0,512,Micro Cap,Sell Trend,Good Financials,Good Momentum,0.24,2.53,0.00,6(10),60%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,NILASPACES,Nila Spaces Limited,Realty,17.53,Fairly Valued,0-0,35.07,0,704,Micro Cap,Buy Trend,Moderate Financials,Strong Momentum,0.00,4.58,0.00,3(10),30%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,NILKAMAL,Nilkamal Limited,Consumer Durables,1894.3,Fairly Valued,0-0,24.50,0,2833,Micro Cap,Sell Trend,Moderate Financials,Good Momentum,0.18,0.88,0.00,5(10),50%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,NINSYS,NINtec Systems Limited,Information Technology,498.55,Undervalued,0-0,42.53,0,927,Micro Cap,Sell Trend,Great Financials,Good Momentum,0.07,7.60,0.00,8(10),80%,3(6),50%,0,0,0,0,0
20250112,12-Jan-2025,NIPPOBATRY,Indo-National Limited,Fast Moving Consumer Goods,533.65,Fairly Valued,0-0,2.84,0,402,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.59,0.69,0.00,3(10),30%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,NIRAJ,Niraj Cement Structurals Limited,Construction,62.81,Undervalued,0-0,22.88,0,305,Micro Cap,Sell Trend,Moderate Financials,Good Momentum,0.00,0.63,0.00,3(10),30%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,NITCO,Nitco Limited,Consumer Durables,121.53,Overvalued,0-0,0.00,0,884,Micro Cap,Sell Trend,Poor Financials,Strong Momentum,-1.90,3.08,96.88,-1(10),-10%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,NITINSPIN,Nitin Spinners Limited,Textiles,394.25,Undervalued,0-0,14.27,0,2215,Micro Cap,Sell Trend,Good Financials,Good Momentum,1.17,0.70,0.00,6(10),60%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,NITIRAJ,Nitiraj Engineers Limited,Consumer Durables,214.04,Fairly Valued,0-0,27.68,0,219,Micro Cap,Sell Trend,Moderate Financials,Strong Momentum,0.00,2.45,0.00,4(10),40%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,NIVABUPA,Niva Bupa Health Insurance Company Limited,Financial Services,77.03,Overvalued,0-0,171.78,0,14061,Small Cap,Sell Trend,Poor Financials,New Listing,0.00,,0.00,2(10),20%,New Listing),14 Nov 24,0,0,0,0,0
20250112,12-Jan-2025,NKIND,NK Industries Limited,Fast Moving Consumer Goods,66.63,Fairly Valued,0-0,659.75,0,42,Micro Cap,Buy Trend,Poor Financials,Weak Momentum,0.00,1.85,0.00,0(10),0%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,NLCINDIA,NLC India Limited,Power,240.08,Fairly Valued,0-0,18.14,0,33307,Mid Cap,Sell Trend,Moderate Financials,Strong Momentum,1.35,2.42,0.00,4(10),40%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,NMDC,NMDC Limited,Metals & Mining,63.04,Undervalued,0-0,9.11,0,55397,Mid Cap,Sell Trend,Good Financials,Strong Momentum,0.13,2.49,0.00,7(10),70%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,NOCIL,NOCIL Limited,Chemicals,236.23,Overvalued,0-0,28.02,0,3943,Micro Cap,Sell Trend,Good Financials,Good Momentum,0.00,2.75,7.00,7(10),70%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,NOIDATOLL,Noida Toll Bridge Company Limited,Services,8.98,Overvalued,0-0,0.00,0,169,Micro Cap,Sell Trend,Poor Financials,Good Momentum,0.33,4.97,0.00,0(10),0%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,NORBTEAEXP,Norben Tea & Exports Limited,Fast Moving Consumer Goods,26.11,Overvalued,0-0,0.00,0,31,Micro Cap,Buy Trend,Moderate Financials,Good Momentum,0.81,4.35,0.00,3(10),30%,4(7),57%,0,0,0,0,0
20250112,12-Jan-2025,NORTHARC,Northern Arc Capital Limited,Financial Services,215.09,Undervalued,0-0,11.25,0,3467,Micro Cap,Sell Trend,Good Financials,New Listing,0.00,1.83,0.00,7(10),70%,New Listing),24 Sep 24,0,0,0,0,0
20250112,12-Jan-2025,NOVAAGRI,Nova Agritech Limited,Chemicals,62.59,Undervalued,0-0,20.02,0,580,Micro Cap,Sell Trend,Good Financials,New Listing,0.32,2.12,0.00,6(10),60%,New Listing),13 Feb 24,0,0,0,0,0
20250112,12-Jan-2025,NRAIL,N R Agarwal Industries Limited,Forest Materials,360.5,Fairly Valued,0-0,10.35,0,609,Micro Cap,Buy Trend,Moderate Financials,Strong Momentum,0.73,0.45,99.43,4(10),40%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,NRBBEARING,NRB Bearing Limited,Automobile and Auto Components,269.9,Fairly Valued,0-0,10.18,0,2617,Micro Cap,Sell Trend,Great Financials,Strong Momentum,0.20,2.31,0.00,9(10),90%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,NRL,Nupur Recyclers Limited,Metals & Mining,98.01,Fairly Valued,0-0,57.01,0,673,Micro Cap,Sell Trend,Good Financials,Weak Momentum,0.16,3.28,0.00,6(10),60%,3(7),43%,0,0,0,0,0
20250112,12-Jan-2025,NSIL,Nalwa Sons Investments Limited,Financial Services,7126.8,Fairly Valued,0-0,43.87,0,3644,Micro Cap,Sell Trend,Good Financials,Strong Momentum,0.00,33.09,0.00,6(10),60%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,NSLNISP,NMDC Steel Limited,Metals & Mining,40.71,Overvalued,0-0,0.00,0,11930,Small Cap,Sell Trend,Poor Financials,Good Momentum,0.43,1.89,0.00,-1(10),-10%,3(6),50%,0,0,0,0,0
20250112,12-Jan-2025,NTPC,NTPC Limited,Power,308.25,Fairly Valued,0-0,15.65,0,298851,Large Cap,Sell Trend,Moderate Financials,Strong Momentum,1.46,1.63,0.00,3(10),30%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,NTPCGREEN,NTPC Green Energy Limited,Power,116.32,Overvalued,0-0,284.54,0,98082,Small Cap,Sell Trend,Poor Financials,New Listing,2.05,49.98,0.00,1(6),17%,New Listing),27 Nov 24,0,0,0,0,0
20250112,12-Jan-2025,NUCLEUS,Nucleus Software Exports Limited,Information Technology,1069.85,Fairly Valued,0-0,17.94,0,2811,Micro Cap,Sell Trend,Good Financials,Weak Momentum,0.00,3.46,0.00,7(10),70%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,NURECA,Nureca Limited,Healthcare,380.7,Overvalued,0-0,0.00,0,384,Micro Cap,Buy Trend,Poor Financials,Weak Momentum,0.00,4.23,0.00,-1(10),-10%,2(10),20%,0,0,0,0,0
20250112,12-Jan-2025,NUVAMA,Nuvama Wealth Management Limited,Financial Services,6654.65,Undervalued,0-0,28.56,0,23868,Small Cap,Sell Trend,Great Financials,Strong Momentum,0.00,6.33,0.00,9(10),90%,4(4),100%,0,0,0,0,0
20250112,12-Jan-2025,NUVOCO,Nuvoco Vistas Corporation Limited,Construction Materials,346.5,Overvalued,0-0,252.16,0,12368,Small Cap,Sell Trend,Moderate Financials,Weak Momentum,0.46,1.21,0.00,3(10),30%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,NYKAA,FSN E-Commerce Ventures Limited,Consumer Services,169.7,Overvalued,0-0,0.00,0,48460,Mid Cap,Sell Trend,Good Financials,Weak Momentum,0.55,6.85,0.00,6(10),60%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,OAL,Oriental Aromatics Limited,Chemicals,395.15,Fairly Valued,0-0,34.56,0,1330,Micro Cap,Sell Trend,Poor Financials,Weak Momentum,0.32,1.54,0.00,2(10),20%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,OBCL,Orissa Bengal Carrier Limited,Services,56.72,Overvalued,0-0,65.35,0,119,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.15,0.38,0.00,3(10),30%,2(10),20%,0,0,0,0,0
20250112,12-Jan-2025,OBEROIRLTY,Oberoi Realty Limited,Realty,2128.3,Overvalued,0-0,33.30,0,77322,Mid Cap,Buy Trend,Good Financials,Strong Momentum,0.18,15.18,0.00,6(10),60%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,OCCL,Oriental Carbon & Chemicals Limited,Chemicals,219.99,Overvalued,0-0,7.63,0,220,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.21,0.79,0.00,4(10),40%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,OCCLLTD,OCCL Limited,Chemicals,93.5,Overvalued,0-0,0.00,0,466,Micro Cap,Sell Trend,Poor Financials,New Listing,-2.31,,0.00,0(6),0%,New Listing),29 Oct 24,0,0,0,0,0
20250112,12-Jan-2025,ODIGMA,Odigma Consultancy Solutions Limited,"Media, Entertainment & Publication",57.51,Overvalued,0-0,0.00,0,181,Micro Cap,Sell Trend,Great Financials,New Listing,,,0.00,2(2),100%,New Listing),12 Dec 24,0,0,0,0,0
20250112,12-Jan-2025,OFSS,Oracle Financial Services Software Limited,Information Technology,11451.35,Overvalued,0-0,39.81,0,99348,Mid Cap,Sell Trend,Great Financials,Strong Momentum,0.00,14.44,0.00,10(10),100%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,OIL,Oil India Limited,"Oil, Gas & Consumable Fuels",455.85,Overvalued,0-0,8.84,0,74190,Mid Cap,Sell Trend,Moderate Financials,Strong Momentum,0.49,1.92,0.00,4(10),40%,8(10),80%,0,0,0,0,0
20250112,12-Jan-2025,OILCOUNTUB,Oil Country Tubular Limited,"Oil, Gas & Consumable Fuels",66.64,Fairly Valued,0-0,0.00,0,296,Micro Cap,Buy Trend,Poor Financials,Good Momentum,-3.28,4.58,66.47,0(10),0%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,OLAELEC,Ola Electric Mobility Limited,Automobile and Auto Components,73.39,Fairly Valued,0-0,0.00,0,32384,Small Cap,Sell Trend,Poor Financials,New Listing,1.35,6.46,0.00,1(10),10%,New Listing),09 Aug 24,0,0,0,0,0
20250112,12-Jan-2025,OLECTRA,Olectra Greentech Limited,Automobile and Auto Components,1352.95,Fairly Valued,0-0,98.99,0,11112,Small Cap,Sell Trend,Moderate Financials,Weak Momentum,0.13,7.57,0.00,4(10),40%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,OMAXAUTO,Omax Autos Limited,Automobile and Auto Components,108.49,Fairly Valued,0-0,6.68,0,231,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.37,0.62,0.00,5(10),50%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,OMAXE,Omaxe Limited,Realty,92.93,Fairly Valued,0-0,0.00,0,1707,Micro Cap,Sell Trend,Poor Financials,Weak Momentum,1.52,0.92,22.76,1(10),10%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,OMINFRAL,OM INFRA LIMITED,Construction,149.56,Fairly Valued,0-0,56.27,0,1443,Micro Cap,Sell Trend,Moderate Financials,Good Momentum,0.12,1.48,0.00,4(10),40%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,ONELIFECAP,Onelife Capital Advisors Limited,Financial Services,15.14,Fairly Valued,0-0,0.00,0,21,Micro Cap,Sell Trend,Poor Financials,Weak Momentum,0.00,0.49,77.59,1(10),10%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,ONEPOINT,One Point One Solutions Limited,Services,52.89,Undervalued,0-0,47.59,0,1362,Micro Cap,Sell Trend,Great Financials,Strong Momentum,0.22,6.25,8.39,9(10),90%,8(10),80%,0,0,0,0,0
20250112,12-Jan-2025,ONGC,Oil & Natural Gas Corporation Limited,"Oil, Gas & Consumable Fuels",263.02,Fairly Valued,0-0,8.14,0,330924,Large Cap,Buy Trend,Moderate Financials,Strong Momentum,0.36,0.50,0.00,5(10),50%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,ONMOBILE,OnMobile Global Limited,Telecommunication,67.48,Overvalued,0-0,0.00,0,719,Micro Cap,Sell Trend,Poor Financials,Weak Momentum,0.02,1.45,0.00,1(10),10%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,ONWARDTEC,Onward Technologies Limited,Information Technology,311.55,Fairly Valued,0-0,29.39,0,708,Micro Cap,Sell Trend,Good Financials,Good Momentum,0.00,1.50,0.00,7(10),70%,5(10),50%,0,0,0,0,0
